,ParticipantID,TrialNum,Modality,Task,Dataset,ModalityOrder,TaskOrder,DatasetOrder,Repetition,Target,CorrectAnswer,UserAnswer,UserStartTime,UserEndTime,Drop Notes,Pick up phys,Use body reference frame,TimeOnTask,CompareError,_UserDataRange,_CorrectDataRange,RangeError,CircleDataRange,AdvectError,Error
747,122,28,2d,advect,2-0,2,2,1,3,A7,08:20,06:00,1695403128,1695403158,,,,30,,,,,548.0,0.19444444444444453,0.19444444444444453
749,122,30,2d,range,2-0,2,0,1,1,G8,1073-1809,1100-1800,1695403288,1695403316,,,,28,,"[1100.0, 1800.0]","[1073.0, 1809.0]",0.006682513102766933,736.0,,0.006682513102766933
750,122,31,2d,range,2-0,2,0,1,2,B5,1409-2165,1500-2000,1695403317,1695403349,,,,32,,"[1500.0, 2000.0]","[1409.0, 2165.0]",0.04752009317523152,756.0,,0.04752009317523152
751,122,32,2d,range,2-0,2,0,1,3,B9,2041-2598,2100-2600,1695403351,1695403382,,,,31,,"[2100.0, 2600.0]","[2041.0, 2598.0]",0.011323147201910636,557.0,,0.011323147201910636
753,122,34,2d,compare,2-0,2,1,1,1,J4-I8-F6,J4,J4,1695403458,1695403493,,,,35,0.0,,,,,,0.0
754,122,35,2d,compare,2-0,2,1,1,2,B2-D10-G5,G5,D10,1695403494,1695403513,,,,19,1.0,,,,,,1.0
755,122,36,2d,compare,2-0,2,1,1,3,I2-I9-F7,I2,I2,1695403514,1695403536,,,,22,0.0,,,,,,0.0
757,123,2,3d,range,0-2,0,0,1,1,J4,353-1060,800-1200,1695674627,1695674670,,,,43,,"[800.0, 1200.0]","[353.0, 1060.0]",0.24679733924903297,707.0,,0.24679733924903297
758,123,3,3d,range,0-2,0,0,1,2,B4,658-1045,1000-1300,1695674678,1695674727,,,,49,,"[1000.0, 1300.0]","[658.0, 1045.0]",0.25100172322261105,387.0,,0.25100172322261105
759,123,4,3d,range,0-2,0,0,1,3,A10,302-1215,200-1200,1695674732,1695674766,,,,34,,"[200.0, 1200.0]","[302.0, 1215.0]",0.04919129249086347,913.0,,0.04919129249086347
761,123,6,3d,compare,0-2,0,1,1,1,H7-E9-A9,H7,H7,1695674947,1695674985,,,,38,0.0,,,,,,0.0
762,123,7,3d,compare,0-2,0,1,1,2,A3-D8-H4,H4,D8,1695674991,1695675046,,,,55,1.0,,,,,,1.0
763,123,8,3d,compare,0-2,0,1,1,3,C7-H8-I2,H8,H8,1695675050,1695675080,,,,30,0.0,,,,,,0.0
765,123,10,3d,advect,0-2,0,2,1,1,J4,06:04,06:00,1695675265,1695675288,,,,23,,,,,707.0,0.005555555555555556,0.005555555555555556
766,123,11,3d,advect,0-2,0,2,1,2,F2,08:09,10:45,1695675293,1695675336,,,,43,,,,,508.0,0.21666666666666667,0.21666666666666667
767,123,12,3d,advect,0-2,0,2,1,3,C8,10:07,07:30,1695675339,1695675379,,,,40,,,,,465.0,0.21805555555555556,0.21805555555555556
769,123,14,2d,compare,0-2,1,1,1,1,F1-A10-J3,F1,F1,1695675785,1695675839,,,,54,0.0,,,,,,0.0
770,123,15,2d,compare,0-2,1,1,1,2,H6-B2-I1,H6,H6,1695675841,1695675901,"*needed to ""reset""",,,60,0.0,,,,,,0.0
771,123,16,2d,compare,0-2,1,1,1,3,F7-J7-A6,J7,J7,1695675909,1695675935,,,,26,0.0,,,,,,0.0
773,123,18,2d,advect,0-2,1,2,1,1,A10,01:15,06:45,1695676072,1695676118,,,,46,,,,,913.0,0.4583333333333333,0.4583333333333333
774,123,19,2d,advect,0-2,1,2,1,2,B2,09:29,09:30,1695676126,1695676164,,,,38,,,,,337.0,0.001388888888888889,0.001388888888888889
775,123,20,2d,advect,0-2,1,2,1,3,B4,03:23,03:00,1695676168,1695676212,,,,44,,,,,387.0,0.03194444444444444,0.03194444444444444
777,123,22,2d,range,0-2,1,0,1,1,F7,435-1090,450-1150,1695676358,1695676402,,,,44,,"[450.0, 1150.0]","[435.0, 1090.0]",0.031532879801835556,655.0,,0.031532879801835556
778,123,23,2d,range,0-2,1,0,1,2,G10,309-1032,200-1100,1695676411,1695676447,,,,36,,"[200.0, 1100.0]","[309.0, 1032.0]",0.07441759633233191,723.0,,0.07441759633233191
779,123,24,2d,range,0-2,1,0,1,3,B2,826-1163,800-1250,1695676455,1695676496,,,,41,,"[800.0, 1250.0]","[826.0, 1163.0]",0.04750953890143224,337.0,,0.04750953890143224
781,123,26,physical,advect,0-2,2,2,1,1,E5,05:05,05:00,1695676764,1695676785,,,,21,,,,,472.0,0.006944444444444444,0.006944444444444444
782,123,27,physical,advect,0-2,2,2,1,2,I2,09:57,10:00,1695676789,1695676805,,,,16,,,,,495.0,0.004166666666666667,0.004166666666666667
783,123,28,physical,advect,0-2,2,2,1,3,F7,06:44,06:50,1695676807,1695676836,,,,29,,,,,655.0,0.008333333333333333,0.008333333333333333
785,123,30,physical,range,0-2,2,0,1,1,F2,348-856,250-800,1695676944,1695676978,,Pick Up,,34,,"[250.0, 800.0]","[348.0, 856.0]",0.06474751319310235,508.0,,0.06474751319310235
786,123,31,physical,range,0-2,2,0,1,2,E5,623-1095,500-1000,1695676981,1695677022,,Pick Up,,41,,"[500.0, 1000.0]","[623.0, 1095.0]",0.09165557062400202,472.0,,0.09165557062400202
787,123,32,physical,range,0-2,2,0,1,3,C8,630-1095,600-1100,1695677025,1695677069,,Pick Up,,44,,"[600.0, 1100.0]","[630.0, 1095.0]",0.01471534390752326,465.0,,0.01471534390752326
789,123,34,physical,compare,0-2,2,1,1,1,G7-E2-B8,G7,B8,1695677143,1695677191,,Pick Up,One Finger,48,1.0,,,,,,1.0
790,123,35,physical,compare,0-2,2,1,1,2,C6-G5-J8,J8,J8,1695677194,1695677226,,Pick Up,One Finger,32,0.0,,,,,,0.0
791,123,36,physical,compare,0-2,2,1,1,3,D3-J2-C9,D3,C9,1695677227,1695677246,,Pick Up,,19,1.0,,,,,,1.0
793,124,2,physical,range,0-1,0,0,1,1,A3,980-1787,900-1700,1695820150,1695820192,,Rotate,Multiple Fingers,42,,"[900.0, 1700.0]","[980.0, 1787.0]",0.04490039405473076,807.0,,0.04490039405473076
794,124,3,physical,range,0-1,0,0,1,2,E6,948-1472,1000-1400,1695820195,1695820250,,Rotate,Multiple Fingers,55,,"[1000.0, 1400.0]","[948.0, 1472.0]",0.03333921474722523,524.0,,0.03333921474722523
795,124,4,physical,range,0-1,0,0,1,3,G10,623-1788,700-1750,1695820253,1695820286,,Rotate,Multiple Fingers,33,,"[700.0, 1750.0]","[623.0, 1788.0]",0.030919433031700822,1165.0,,0.030919433031700822
797,124,6,physical,compare,0-1,0,1,1,1,C8-B3-F2,C8,C8,1695820428,1695820460,,,Multiple Fingers,32,0.0,,,,,,0.0
798,124,7,physical,compare,0-1,0,1,1,2,G9-G2-B5,G9,G9,1695820463,1695820496,,,Multiple Fingers,33,0.0,,,,,,0.0
799,124,8,physical,compare,0-1,0,1,1,3,D2-F9-J3,D2,D2,1695820498,1695820523,,,Multiple Fingers,25,0.0,,,,,,0.0
801,124,10,physical,advect,0-1,0,2,1,1,J3,02:45,04:15,1695820699,1695820746,,,One Finger,47,,,,,694.0,0.125,0.125
802,124,11,physical,advect,0-1,0,2,1,2,G10,09:18,09:00,1695820749,1695820813,,,,64,,,,,1165.0,0.025,0.025
803,124,12,physical,advect,0-1,0,2,1,3,B8,06:59,07:00,1695820815,1695820841,,,,26,,,,,560.0,0.001388888888888889,0.001388888888888889
805,124,14,3d,compare,0-1,1,1,1,1,H8-G1-B1,H8,H8,1695821442,1695821498,,,,56,0.0,,,,,,0.0
806,124,15,3d,compare,0-1,1,1,1,2,I8-C1-C9,I8,I8,1695821503,1695821547,,,,44,0.0,,,,,,0.0
807,124,16,3d,compare,0-1,1,1,1,3,D3-C7-G5,D3,D3,1695821548,1695821582,,,,34,0.0,,,,,,0.0
809,124,18,3d,advect,0-1,1,2,1,1,E6,06:20,04:30,1695821721,1695821753,,,,32,,,,,524.0,0.1527777777777778,0.1527777777777778
810,124,19,3d,advect,0-1,1,2,1,2,F3,07:18,07:30,1695821756,1695821790,,,,34,,,,,976.0,0.016666666666666666,0.016666666666666666
811,124,20,3d,advect,0-1,1,2,1,3,A3,12:41,08:30,1695821792,1695821815,,,,23,,,,,807.0,0.6513888888888889,0.6513888888888889
813,124,22,3d,range,0-1,1,0,1,1,J10,641-1896,800-1800,1695821979,1695822058,,,,79,,"[800.0, 1800.0]","[641.0, 1896.0]",0.06856048193985834,1255.0,,0.06856048193985834
814,124,23,3d,range,0-1,1,0,1,2,B8,723-1283,500-1100,1695822060,1695822127,,,,67,,"[500.0, 1100.0]","[723.0, 1283.0]",0.10915904183365681,560.0,,0.10915904183365681
815,124,24,3d,range,0-1,1,0,1,3,F3,805-1781,1200-1500,1695822129,1695822230,,,,101,,"[1200.0, 1500.0]","[805.0, 1781.0]",0.18175249329938917,976.0,,0.18175249329938917
817,124,26,2d,advect,0-1,2,2,1,1,H4,03:05,03:00,1695822759,1695822805,,,,46,,,,,770.0,0.006944444444444444,0.006944444444444444
818,124,27,2d,advect,0-1,2,2,1,2,J10,09:32,08:15,1695822807,1695822864,,,,57,,,,,1255.0,0.10694444444444444,0.10694444444444444
819,124,28,2d,advect,0-1,2,2,1,3,B5,12:19,11:45,1695822866,1695822953,,,,87,,,,,452.0,0.9527777777777777,0.9527777777777777
821,124,30,2d,range,0-1,2,0,1,1,G6,647-1276,650-1300,1695823088,1695823159,*asked question,,,71,,"[650.0, 1300.0]","[647.0, 1276.0]",0.007259345146573237,629.0,,0.007259345146573237
822,124,31,2d,range,0-1,2,0,1,2,J3,801-1495,800-1520,1695823161,1695823221,,,,60,,"[800.0, 1520.0]","[801.0, 1495.0]",0.006990480511514968,694.0,,0.006990480511514968
823,124,32,2d,range,0-1,2,0,1,3,H4,979-1749,950-1750,1695823223,1695823284,,,,61,,"[950.0, 1750.0]","[979.0, 1749.0]",0.008065939051748041,770.0,,0.008065939051748041
825,124,34,2d,compare,0-1,2,1,1,1,E6-D1-I2,D1,D1,1695823368,1695823406,,,,38,0.0,,,,,,0.0
826,124,35,2d,compare,0-1,2,1,1,2,H5-H10-E1,E1,E1,1695823411,1695823453,,,,42,0.0,,,,,,0.0
827,124,36,2d,compare,0-1,2,1,1,3,A2-I5-F8,F8,F8,1695823456,1695823507,,,,51,0.0,,,,,,0.0
829,125,2,2d,range,2-0,0,0,1,1,E7,1323-2040,1400-2000,1695920358,1695920413,,,,55,,"[1400.0, 2000.0]","[1323.0, 2040.0]",0.02171816758399253,717.0,,0.02171816758399253
830,125,3,2d,range,2-0,0,0,1,2,D9,1752-2334,1800-2200,1695920423,1695920477,,,,54,,"[1800.0, 2200.0]","[1752.0, 2334.0]",0.03378381624176616,582.0,,0.03378381624176616
831,125,4,2d,range,2-0,0,0,1,3,F10,1416-2154,1400-2100,1695920480,1695920517,,,,37,,"[1400.0, 2100.0]","[1416.0, 2154.0]",0.01299377547760237,738.0,,0.01299377547760237
833,125,6,2d,compare,2-0,0,1,1,1,J7-D3-D8,J7,J7,1695920662,1695920731,,,,69,0.0,,,,,,0.0
834,125,7,2d,compare,2-0,0,1,1,2,A4-H6-I2,I2,I2,1695920740,1695920793,,,,53,0.0,,,,,,0.0
835,125,8,2d,compare,2-0,0,1,1,3,J3-E8-F5,J3,J3,1695920797,1695920826,,,,29,0.0,,,,,,0.0
837,125,10,2d,advect,2-0,0,2,1,1,B3,07:34,08:00,1695921134,1695921199,,,,65,,,,,655.0,0.03611111111111111,0.03611111111111111
838,125,11,2d,advect,2-0,0,2,1,2,B5,03:30,03:15,1695921204,1695921241,,,,37,,,,,756.0,0.020833333333333332,0.020833333333333332
839,125,12,2d,advect,2-0,0,2,1,3,C7,07:23,10:00,1695921249,1695921317,,,,68,,,,,662.0,0.21805555555555556,0.21805555555555556
841,125,14,physical,compare,2-0,1,1,1,1,H4-D9-B3,H4,H4,1695921785,1695921808,,,,23,0.0,,,,,,0.0
842,125,15,physical,compare,2-0,1,1,1,2,H7-E1-E10,E1,E1,1695921811,1695921831,,,,20,0.0,,,,,,0.0
843,125,16,physical,compare,2-0,1,1,1,3,J5-A10-F10,J5,J5,1695921832,1695921847,,,,15,0.0,,,,,,0.0
845,125,18,physical,advect,2-0,1,2,1,1,D9,09:41,06:15,1695921928,1695921947,,,One Finger,19,,,,,582.0,0.2861111111111111,0.2861111111111111
846,125,19,physical,advect,2-0,1,2,1,2,G8,04:52,05:15,1695921948,1695921968,,,,20,,,,,736.0,0.03194444444444444,0.03194444444444444
847,125,20,physical,advect,2-0,1,2,1,3,E7,05:36,05:45,1695921969,1695921982,,Pick Up,,13,,,,,717.0,0.0125,0.0125
849,125,22,physical,range,2-0,1,0,1,1,H10,1171-2040,1000-2000,1695922087,1695922121,,,,34,,"[1000.0, 2000.0]","[1171.0, 2040.0]",0.039166951796772854,869.0,,0.039166951796772854
850,125,23,physical,range,2-0,1,0,1,2,G8,1073-1809,900-1800,1695922125,1695922171,,,,46,,"[900.0, 1800.0]","[1073.0, 1809.0]",0.03378381624176616,736.0,,0.03378381624176616
851,125,24,physical,range,2-0,1,0,1,3,C7,1415-2077,1000-2000,1695922175,1695922211,,,,36,,"[1000.0, 2000.0]","[1415.0, 2077.0]",0.09132767907114808,662.0,,0.09132767907114808
853,125,26,3d,advect,2-0,2,2,1,1,F10,06:59,07:00,1695922803,1695922821,,,,18,,,,,738.0,0.001388888888888889,0.001388888888888889
854,125,27,3d,advect,2-0,2,2,1,2,H10,04:53,06:00,1695922825,1695922858,,,,33,,,,,869.0,0.09305555555555556,0.09305555555555556
855,125,28,3d,advect,2-0,2,2,1,3,A7,08:20,11:00,1695922862,1695922883,,,,21,,,,,548.0,0.22222222222222215,0.22222222222222215
857,125,30,3d,range,2-0,2,0,1,1,B3,1150-1805,1000-2000,1695923040,1695923109,,,,69,,"[1000.0, 2000.0]","[1150.0, 1805.0]",0.0640407505681831,655.0,,0.0640407505681831
858,125,31,3d,range,2-0,2,0,1,2,A7,1797-2345,1200-2500,1695923114,1695923190,,,,76,,"[1200.0, 2500.0]","[1797.0, 2345.0]",0.13959027370224258,548.0,,0.13959027370224258
859,125,32,3d,range,2-0,2,0,1,3,B5,1409-2165,1600-2400,1695923193,1695923269,,,,76,,"[1600.0, 2400.0]","[1409.0, 2165.0]",0.0790764050494087,756.0,,0.0790764050494087
861,125,34,3d,compare,2-0,2,1,1,1,J8-C7-I3,I3,J8,1695923333,1695923353,,,,20,1.0,,,,,,1.0
862,125,35,3d,compare,2-0,2,1,1,2,D1-D10-H9,D1,D1,1695923354,1695923372,,,,18,0.0,,,,,,0.0
863,125,36,3d,compare,2-0,2,1,1,3,C8-A3-G4,G4,G4,1695923376,1695923389,,,,13,0.0,,,,,,0.0
